fid;kdprov;kdkab;kdkec;kddesa;nmdesa;nmkec;nmkab;nmprov;iddesa;idkec;sbs;base;idbs;kdbs;luas;kdsls;nmsls;posisi;dom_sls;dominan;tingkat;nm_gedung;kk;bstt;bstt_k;bsbtt;muatan;khusus;count
3756;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009002B;"002B";51971.9646902398;"0010";RT 001 RW 005 DUSUN BALONGSARI;"-";"1, 1, 1";"1";;;;;;;;;1
3757;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009004P;"004P";1531728.58613444;"0011";RT 002 RW 005 DUSUN BALONGSARI;"-";"11";"11";;;;;;;;;1
3758;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009001P;"001P";627356.605922773;"0010";RT 001 RW 005 DUSUN BALONGSARI;"-";"11";"11";;;;;;;;;1
3759;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009008B;"008B";35079.2678668273;"0002";RT 002 RW 001 DUSUN KRAJAN I;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3760;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009012B;"012B";20763.2658428197;"0005";RT 003 RW 002 DUSUN KRAJAN II;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3761;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009009B;"009B";17602.0127404905;"0004";RT 002 RW 002 DUSUN KRAJAN II;"-";"1, 1, 1";"1";;;;;;;;;1
3762;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009010P;"010P";35629.4737293287;"0004";RT 002 RW 002 DUSUN KRAJAN II;"-";"11";"11";;;;;;;;;1
3763;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009005B;"005B";691904.588052062;"0003";RT 001 RW 002 DUSUN KRAJAN II;"-";"1, 1, 1, 1, 11";"1";;;;;;;;;1
3764;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009011P;"011P";51080.0165370374;"0005";RT 003 RW 002 DUSUN KRAJAN II;"-";"11";"11";;;;;;;;;1
3765;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009014P;"014P";134010.313962813;"0008";RT 001 RW 004 DUSUN KRAJAN IV;"-";"11";"11";;;;;;;;;1
3766;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009013B;"013B";11992.7815094163;"0008";RT 001 RW 004 DUSUN KRAJAN IV;"-";"1, 1";"1";;;;;;;;;1
3767;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009015B;"015B";9354.97151635378;"0008";RT 001 RW 004 DUSUN KRAJAN IV;"-";"1, 1";"1";;;;;;;;;1
3768;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009016B;"016B";35304.7389086446;"0006";RT 001 RW 003 DUSUN KRAJAN III;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3769;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009020B;"020B";137403.076924507;"0009";RT 002 RW 004 DUSUN KRAJAN IV;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3770;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009018P;"018P";142081.947599286;"0007";RT 002 RW 003 DUSUN KRAJAN III;"-";"11";"11";;;;;;;;;1
3771;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009007B;"007B";34107.6039896178;"0001";RT 001 RW 001 DUSUN KRAJAN I;"-";"1, 1, 1";"1";;;;;;;;;1
3772;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009006P;"006P";140678.902109554;"0001";RT 001 RW 001 DUSUN KRAJAN I;"-";"11";"11";;;;;;;;;1
3773;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010004B;"004B";118262.782516259;"0009";RT 009 RW 005 DUSUN KRAJAN I;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
3774;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010012B;"012B";58613.3716533395;"0002";RT 002 RW 001 DUSUN BABAWANGAN;"-";"1, 1";"1";;;;;;;;;1
3775;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010011B;"011B";48484.4973019963;"0004";RT 004 RW 002 DUSUN BABAWANGAN;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3776;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010010B;"010B";22133.2996229697;"0003";RT 003 RW 002 DUSUN BABAWANGAN;"-";"1, 1";"1";;;;;;;;;1
3777;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010009B;"009B";41562.8181827023;"0001";RT 001 RW 001 DUSUN BABAWANGAN;"-";"1, 1";"1";;;;;;;;;1
3778;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010014B;"014B";34149.8930882697;"0006";RT 006 RW 003 DUSUN GEBANGCARANG;"-";"1, 1, 1";"1";;;;;;;;;1
3779;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010015B;"015B";664315.00642317;"0005";RT 005 RW 003 DUSUN GEBANGCARANG;"-";"1, 1, 1, 1, 1, 1, 11";"1";;;;;;;;;1
3780;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010007B;"007B";739016.96332959;"0007  ,  0008";"RT 007 RW 004 DUSUN KRAJAN II  ,  RT 008 RW 004 DUSUN KRAJAN II";"-";"1, 1, 1,1, 1, 1";"1";;;;;;;;;1
3781;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010005B;"005B";89380.7894915288;"0010";RT 010 RW 005 DUSUN KRAJAN I;"-";"1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
3782;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010003B;"003B";956237.654484509;"0012";RT 012 RW 006 DUSUN PULOTENGAH;"-";"1, 1, 1";"1";;;;;;;;;1
3783;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010001B;"001B";25646.8541735829;"0011";RT 011 RW 006 DUSUN PULOTENGAH;"-";"1, 1";"1";;;;;;;;;1
3784;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009017B;"017B";51794.0093034731;"0007";RT 002 RW 003 DUSUN KRAJAN III;"-";"1, 1, 1";"1";;;;;;;;;1
3785;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011002B;"002B";25894.687799063;"0001";RT 001 RW 001 DUSUN TURIMULYA I;"-";"1, 1";"1";;;;;;;;;1
3786;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011003B;"003B";35028.3748637112;"0002";RT 002 RW 001 DUSUN TURIMULYA I;"-";"1, 1";"1";;;;;;;;;1
3787;"32";"15";"090";"009";PULOKALAPA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090009";"3215090";"0  ";sp2020;3215090009019P;"019P";2559609.23409607;"0009";RT 002 RW 004 DUSUN KRAJAN IV;"-";"11";"11";;;;;;;;;1
3788;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011006B;"006B";35832.5898723059;"0004";RT 004 RW 002 DUSUN TURIMULYA II;"-";"1, 1, 1";"1";;;;;;;;;1
3789;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011008P;"008P";48834.6370472286;"0003";RT 003 RW 002 DUSUN TURIMULYA II;"-";"11";"11";;;;;;;;;1
3790;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011007B;"007B";35744.4788793973;"0003";RT 003 RW 002 DUSUN TURIMULYA II;"-";"1, 1";"1";;;;;;;;;1
3791;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011010P;"010P";1084754.0030951;"0006";RT 006 RW 003 DUSUN CIBEREUM;"-";"11, 11, 11";"11";;;;;;;;;1
3792;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010013P;"013P";976214.914837667;"0006";RT 006 RW 003 DUSUN GEBANGCARANG;"-";"11";"11";;;;;;;;;1
3793;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011011B;"011B";44484.3191139293;"0006";RT 006 RW 003 DUSUN CIBEREUM;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3794;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011012P;"012P";1217538.42133653;"0007";RT 007 RW 004 DUSUN PULOHAUR;"-";"11";"11";;;;;;;;;1
3795;"32";"15";"082";"004";LANGENSARI;CILAMAYA KULON;KARAWANG;JAWA BARAT;"3215082004";"3215082";"0  ";sp2020;3215082004014B;"014B";37033.6664582533;"0012";RT 012 RW 004 DUSUN PASIR KUKUN;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
3796;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011014B;"014B";906481.555988458;"0008";RT 008 RW 114 DUSUN PULOHAUR;"-";"1, 1, 11, 11, 11";"11";;;;;;;;;1
3797;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011013B;"013B";46464.9288615785;"0007";RT 007 RW 004 DUSUN PULOHAUR;"-";"1, 1, 1";"1";;;;;;;;;1
3798;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011005P;"005P";282463.248332477;"0004";RT 004 RW 002 DUSUN TURIMULYA II;"-";"11";"11";;;;;;;;;1
3799;"32";"15";"090";"011";PULOMULYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090011";"3215090";"0  ";sp2020;3215090011009B;"009B";1414382.10530799;"0005";RT 005 RW 003 DUSUN CIBEREUM;"-";"1, 1, 1, 11, 11";"1";;;;;;;;;1
3800;"32";"15";"180";"010";TAMBAKSUMUR;TIRTAJAYA;KARAWANG;JAWA BARAT;"3215180010";"3215180";"0  ";sp2020;3215180010027P;"027P";2160335.98405501;"0014";AREA PERSAWAHAN;"-";"11,11";"11";;;;;;;;;1
3801;"32";"15";"180";"005";SRIJAYA;TIRTAJAYA;KARAWANG;JAWA BARAT;"3215180005";"3215180";"0  ";sp2020;3215180005012B;"012B";309499.909965093;"0010";RT 010 RW 003 DUSUN TANGKOLO;"-";"1, 1";"1";;;;;;;;;1
3802;"32";"15";"180";"010";TAMBAKSUMUR;TIRTAJAYA;KARAWANG;JAWA BARAT;"3215180010";"3215180";"0  ";sp2020;3215180010012B;"012B";29496.9837614562;"0014";AREA PERSAWAHAN;"-";"11,11";"11";;;;;;;;;1
3803;"32";"15";"180";"010";TAMBAKSUMUR;TIRTAJAYA;KARAWANG;JAWA BARAT;"3215180010";"3215180";"0  ";sp2020;3215180010011B;"011B";44447.9809169159;"0005";RT 005 RW 002 DUSUN KRAJAN;"-";"1,1";"1";;;;;;;;;1
3804;"32";"15";"180";"010";TAMBAKSUMUR;TIRTAJAYA;KARAWANG;JAWA BARAT;"3215180010";"3215180";"0  ";sp2020;3215180010017B;"017B";73050.4480531408;"0007";RT 007 RW 003 DUSUN JATI MEKAR;"-";"1,1";"1";;;;;;;;;1
3805;"32";"15";"180";"010";TAMBAKSUMUR;TIRTAJAYA;KARAWANG;JAWA BARAT;"3215180010";"3215180";"0  ";sp2020;3215180010016B;"016B";87898.7338301852;"0007";RT 007 RW 003 DUSUN JATI MEKAR;"-";"1,1";"1";;;;;;;;;1
3806;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001007B;"007B";32321.0348850187;"0017";RT 017 RW 005 DUSUN PASIRTALAGA III;"-";"1, 1";"1";;;;;;;;;1
3807;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001005B;"005B";94885.1344685081;"0019  ,  0022  ,  0018";"RT 019 RW 005 DUSUN PASIRTALAGA III  ,  RT 022 RW 006 DUSUN PASIRTALAGA III  ,  RT 018 RW 005 DUSUN PASIRTALAGA III";"-";"1, 1, 1, 1,1, 1,1, 1";"1";;;;;;;;;1
3808;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001010B;"010B";44743.7280360198;"0015  ,  0011";"RT 015 RW 004 DUSUN PASIRTALAGA II  ,  RT 011 RW 003 DUSUN PASIRTALAGA II";"-";"1, 1, 1,1, 1";"1";;;;;;;;;1
3809;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001002B;"002B";151276.39466727;"0021  ,  0024";"RT 021 RW 006 DUSUN PASIRTALAGA III  ,  RT 024 RW 006 DUSUN PASIRTALAGA III";"-";"1, 1, 1,1, 1, 1";"1";;;;;;;;;1
3810;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001008B;"008B";27287.3052429988;"0016  ,  0014";"RT 016 RW 004 DUSUN PASIRTALAGA II  ,  RT 014 RW 004 DUSUN PASIRTALAGA II";"-";"1, 1,1, 1";"1";;;;;;;;;1
3811;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001009B;"009B";62788.6247763054;"0013  ,  0012";"RT 013 RW 004 DUSUN PASIRTALAGA II  ,  RT 012 RW 003 DUSUN PASIRTALAGA II";"-";"1, 1,1, 1";"1";;;;;;;;;1
3812;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001011B;"011B";47823.2426827345;"0010  ,  0009";"RT 010 RW 003 DUSUN PASIRTALAGA II  ,  RT 009 RW 003 DUSUN PASIRTALAGA II";"-";"1, 1,1, 1";"1";;;;;;;;;1
3813;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001012B;"012B";35287.5084164962;"0008  ,  0007";"RT 008 RW 002 DUSUN PASIRTALAGA I  ,  RT 007 RW 002 DUSUN PASIRTALAGA I";"-";"1, 1,1, 1";"1";;;;;;;;;1
3814;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001013B;"013B";62551.5548540268;"0006  ,  0005";"RT 006 RW 002 DUSUN PASIRTALAGA I  ,  RT 005 RW 002 DUSUN PASIRTALAGA I";"-";"1, 1, 1, 1,1, 1, 1";"1";;;;;;;;;1
3815;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001015B;"015B";32775.7730202838;"0001";RT 001 RW 001 DUSUN PASIRTALAGA I;"-";"1, 1";"1";;;;;;;;;1
3816;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001016B;"016B";17488.2157865818;"0002";RT 002 RW 001 DUSUN PASIRTALAGA I;"-";"1, 1";"1";;;;;;;;;1
3817;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001017B;"017B";46209.5021356074;"0003";RT 003 RW 001 DUSUN PASIRTALAGA I;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3818;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001006P;"006P";912855.070465773;"1003";SAWAH BLOK RAWA BEBEK;"-";"11";"11";;;;;;;;;1
3819;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001018B;"018B";24720.4286329369;"0004";RT 004 RW 001 DUSUN PASIRTALAGA I;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3820;"32";"15";"100";"001";PASIRTALAGA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100001";"3215100";"0  ";sp2020;3215100001004B;"004B";52228.7191312981;"0020  ,  0023";"RT 020 RW 005 DUSUN PASIRTALAGA III  ,  RT 023 RW 006 DUSUN PASIRTALAGA III";"-";"1, 1, 1, 1,1, 1";"1";;;;;;;;;1
3821;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002001P;"001P";113648.403860596;"1001";SAWAH MANTRI KANTA;"-";"11";"11";;;;;;;;;1
3822;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002003B;"003B";24323.2893050579;"0012";RT 012 RW 005 DUSUN MEKARSARI;"-";"1, 1, 1";"1";;;;;;;;;1
3823;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002002P;"002P";4336.26788374128;"0012";RT 012 RW 005 DUSUN MEKARSARI;"-";"11";"11";;;;;;;;;1
3824;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002004B;"004B";15010.6927579735;"0011";RT 011 RW 005 DUSUN MEKARSARI;"-";"1, 1";"1";;;;;;;;;1
3825;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002005P;"005P";999260.423953719;"1003";SAWAH KISEPAT BABAKAN SERAK;"-";"11";"11";;;;;;;;;2
3826;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002007B;"007B";68601.5111058155;"0010  ,  0009";"RT 010 RW 004 DUSUN MEKARSARI  ,  RT 009 RW 004 DUSUN MEKARSARI";"-";"1, 1,1, 1";"1";;;;;;;;;1
3827;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002008P;"008P";224214.131764335;"0013";RT 013 RW 006 DUSUN RAWASARI;"-";"11";"11";;;;;;;;;1
3828;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002006P;"006P";414591.673071937;"1002";SAWAH RAWASIKUT-BEKUH;"-";"11";"11";;;;;;;;;1
3829;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002013P;"013P";66355.0713530476;"0016";RT 016 RW 007 DUSUN RAWASARI;"-";"11";"11";;;;;;;;;1
3830;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002010B;"010B";18614.0824056621;"0013";RT 013 RW 006 DUSUN RAWASARI;"-";"1, 1, 1";"1";;;;;;;;;1
3831;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002009B;"009B";9693.61319251845;"0013";RT 013 RW 006 DUSUN RAWASARI;"-";"1, 1, 1";"1";;;;;;;;;1
3832;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002012B;"012B";22316.1808085202;"0014";RT 014 RW 006 DUSUN RAWASARI;"-";"1, 1, 1";"1";;;;;;;;;1
3833;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002011B;"011B";28331.1077711356;"0015";RT 015 RW 007 DUSUN RAWASARI;"-";"1, 1, 1";"1";;;;;;;;;1
3834;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002015B;"015B";34476.2928527374;"0006";RT 006 RW 003 DUSUN RAWASARI;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3835;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002014B;"014B";11948.4595695491;"0016";RT 016 RW 007 DUSUN RAWASARI;"-";"1, 1";"1";;;;;;;;;1
3836;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002016B;"016B";59326.9425225336;"0005";RT 005 RW 003 DUSUN RAWASARI;"-";"1, 1, 1";"1";;;;;;;;;1
3837;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002017B;"017B";103506.172201889;"0004";RT 004 RW 003 DUSUN RAWASARI;"-";"1, 11, 11, 1";"1";;;;;;;;;1
3838;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002019B;"019B";34563.5096767526;"0002";RT 002 RW 001 DUSUN CITAMIANG;"-";"1, 1, 1";"1";;;;;;;;;1
3839;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002020B;"020B";40467.3953781877;"0001";RT 001 RW 001 DUSUN CITAMIANG;"-";"1, 1, 1";"1";;;;;;;;;1
3840;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002021B;"021B";39282.9808492492;"0003";RT 003 RW 001 DUSUN CITAMIANG;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3841;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002023P;"023P";31281.0400180671;"0003";RT 003 RW 001 DUSUN CITAMIANG;"-";"11";"11";;;;;;;;;1
3842;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002022P;"022P";52347.4429580241;"0001";RT 001 RW 001 DUSUN CITAMIANG;"-";"11";"11";;;;;;;;;1
3843;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002024B;"024B";156173.537090592;"0007";RT 007 RW 002 DUSUN RAWASARI;"-";"1, 11";"1";;;;;;;;;3
3845;"32";"15";"100";"003";CARIUMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100003";"3215100";"0  ";sp2020;3215100003013B;"013B";116010.13652266;"0001  ,  0003";"RT 001 RW 001 DUSUN CARIU 1  ,  RT 003 RW 001 DUSUN CARIU 1";"-";"1, 1,1, 1, 1, 1";"1";;;;;;;;;1
3846;"32";"15";"100";"003";CARIUMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100003";"3215100";"0  ";sp2020;3215100003011B;"011B";76978.1827399184;"0006";RT 006 RW 003 DUSUN CARIU 1;"-";"1, 1";"1";;;;;;;;;1
3847;"32";"15";"100";"003";CARIUMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100003";"3215100";"0  ";sp2020;3215100003006P;"006P";665520.123545841;"1004";BLOK SAWAH KEDUNG GALIH;"-";"11";"11";;;;;;;;;1
3848;"32";"15";"100";"003";CARIUMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100003";"3215100";"0  ";sp2020;3215100003004P;"004P";176873.790570033;"1002";BLOK SAWAH RONGGA;"-";"11";"11";;;;;;;;;1
3849;"32";"15";"100";"003";CARIUMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100003";"3215100";"0  ";sp2020;3215100003003B;"003B";52965.5577408544;"0012  ,  0011";"RT 012 RW 005 DUSUN CARIU3  ,  RT 011 RW 005 DUSUN CARIU 3";"-";"1, 1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
3850;"32";"15";"100";"003";CARIUMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100003";"3215100";"0  ";sp2020;3215100003008B;"008B";47869.4293544736;"0009  ,  0010";"RT 009 RW 004 DUSUN CARIU 2  ,  RT 010 RW 004 DUSUN CARIU 2";"-";"1, 1, 1, 1, 1,1, 1, 1, 1, 1";"1";;;;;;;;;1
3851;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002025B;"025B";14577.4516108602;"0008";RT 008 RW 002 DUSUN RAWASARI;"-";"1, 1";"1";;;;;;;;;1
