fid;kdprov;kdkab;kdkec;kddesa;nmdesa;nmkec;nmkab;nmprov;iddesa;idkec;sbs;base;idbs;kdbs;luas;kdsls;nmsls;posisi;dom_sls;dominan;tingkat;nm_gedung;kk;bstt;bstt_k;bsbtt;muatan;khusus;count
3852;"32";"15";"100";"003";CARIUMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100003";"3215100";"0  ";sp2020;3215100003009P;"009P";1437013.13842959;"1003";BLOK SAWAH BARAT CARIU;"-";"11";"11";;;;;;;;;1
3853;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004003B;"003B";237112.436726815;"0003";RT 003 RW 001 DUSUN CILEWO;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3854;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004007B;"007B";41379.3982565985;"0005";RT 005 RW 002 DUSUN CILEWO;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3855;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004006B;"006B";42853.5567152398;"0004";RT 004 RW 002 DUSUN CILEWO;"-";"1, 1, 1";"1";;;;;;;;;1
3856;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004005P;"005P";443496.382140899;"0004";RT 004 RW 002 DUSUN CILEWO;"-";"11";"11";;;;;;;;;1
3857;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004008P;"008P";374700.040370582;"0005";RT 005 RW 002 DUSUN CILEWO;"-";"11";"11";;;;;;;;;2
3858;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004009P;"009P";206924.781778388;"0008";RT 008 RW 003 DUSUN GEDANG MANGGALA;"-";"11";"11";;;;;;;;;1
3860;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004010B;"010B";41144.9764292408;"0008";RT 008 RW 003 DUSUN GEDANG MANGGALA;"-";"1, 1, 1";"1";;;;;;;;;1
3861;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004011B;"011B";89397.7268876974;"0007";RT 007 RW 003 DUSUN GEDANG MANGGALA;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3862;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004016B;"016B";67855.0492727901;"0010";RT 010 RW 004 DUSUN GEDANG MANGGALA;"-";"1, 1, 1";"1";;;;;;;;;1
3863;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004014B;"014B";65537.0541885122;"0009";RT 009 RW 004 DUSUN GEDANG MANGGALA;"-";"1, 1";"1";;;;;;;;;1
3864;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004012B;"012B";62393.9555616754;"0006";RT 006 RW 003 DUSUN GEDANG MANGGALA;"-";"1, 1, 1";"1";;;;;;;;;1
3865;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004017P;"017P";190787.803924344;"0010";RT 010 RW 004 DUSUN GEDANG MANGGALA;"-";"11";"11";;;;;;;;;3
3866;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004018B;"018B";92495.2885097637;"0013";RT 013 RW 005 DUSUN PACOGREG;"-";"1, 1, 1, 1";"1";;;;;;;;;2
3867;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004019B;"019B";90066.2712855816;"0014";RT 014 RW 005 DUSUN PACOGREG;"-";"1, 1, 1, 1";"1";;;;;;;;;3
3869;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004020B;"020B";132628.790517782;"0015";RT 015 RW 005 DUSUN PACOGREG;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3870;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007001P;"001P";208799.993978524;"0007";RT 007 RW 002 DUSUN POPONCOL 1;"-";"11";"11";;;;;;;;;1
3871;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004021P;"021P";486358.65909576;"0012";RT 012 RW 004 DUSUN PACOGREG;"-";"11";"11";;;;;;;;;1
3872;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004022B;"022B";14179.1154390336;"0012";RT 012 RW 004 DUSUN PACOGREG;"-";"1";"1";;;;;;;;;1
3873;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004004B;"004B";71452.5635917583;"0002";RT 002 RW 001 DUSUN CILEWO;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3874;"32";"15";"100";"003";CARIUMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100003";"3215100";"0  ";sp2020;3215100003014B;"014B";79537.4034923317;"0002  ,  0017";"RT 002 RW 001 DUSUN CARIU 1  ,  RT 017 RW 001 DUSUN CARIU 1";"-";"1, 1, 1,1, 1";"1";;;;;;;;;1
3875;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005002P;"002P";882308.438407514;"1001";SAWAH BLOK CENGKEH;"-";"11";"11";;;;;;;;;1
3876;"32";"15";"090";"002";WARINGINKARYA;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090002";"3215090";"0  ";sp2020;3215090002011B;"011B";149880.810174257;"0010";RT 010 RW 004 DUSUN GONJING 1;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3877;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005004B;"004B";93205.8030923061;"0010";RT 010 RW 004 DUSUN 1;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3878;"32";"15";"100";"004";CILEWO;TELAGASARI;KARAWANG;JAWA BARAT;"3215100004";"3215100";"0  ";sp2020;3215100004001B;"001B";269237.702105322;"0001";RT 001 RW 001 DUSUN CILEWO;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3879;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005005B;"005B";182562.919323196;"0001";RT 001 RW 001 DUSUN 1;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
3880;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005011B;"011B";65788.1486357053;"0005  ,  0006";"RT 005 RW 002 DUSUN 2  ,  RT 006 RW 002 DUSUN 2";"-";"1, 1, 1, 1, 1,1, 1, 1";"1";;;;;;;;;1
3881;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005010B;"010B";31407.071762447;"0004";RT 004 RW 002 DUSUN 2;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3882;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005008B;"008B";61645.3849145776;"0003";RT 003 RW 001 DUSUN 1;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3883;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005012B;"012B";198632.092763055;"0007  ,  0008";"RT 007 RW 003 DUSUN 2  ,  RT 008 RW 003 DUSUN 2";"-";"1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
3884;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005009P;"009P";322554.828138171;"1003";SAWAH BLOK GOBAG;"-";"11";"11";;;;;;;;;4
3885;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005006B;"006B";63136.5582418148;"0002";RT 002 RW 001 DUSUN 1;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3886;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005003P;"003P";244011.755513413;"0010";RT 010 RW 004 DUSUN 1;"-";"11, 11";"11";;;;;;;;;1
3887;"32";"15";"100";"005";LINGGARSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100005";"3215100";"0  ";sp2020;3215100005007P;"007P";1152723.91290426;"1002";SAWAH BLOK KUD;"-";"11";"11";;;;;;;;;1
3889;"32";"15";"100";"006";PULOSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100006";"3215100";"0  ";sp2020;3215100006003P;"003P";622563.330616416;"1001";BLOK SAWAH SOANG;"-";"11";"11";;;;;;;;;1
3890;"32";"15";"100";"006";PULOSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100006";"3215100";"0  ";sp2020;3215100006005B;"005B";64171.466701233;"0001";RT 001 RW 001 DUSUN 001;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3891;"32";"15";"100";"006";PULOSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100006";"3215100";"0  ";sp2020;3215100006008B;"008B";35532.3415935107;"0002";RT 002 RW 001 DUSUN 001;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3892;"32";"15";"100";"006";PULOSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100006";"3215100";"0  ";sp2020;3215100006006B;"006B";71921.9421127859;"0004  ,  0006";"RT 004 RW 002 DUSUN 002  ,  RT 006 RW 002 DUSUN 002";"-";"11, 1, 1, 1, 1, 11,1, 1";"1";;;;;;;;;1
3893;"32";"15";"100";"006";PULOSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100006";"3215100";"0  ";sp2020;3215100006009B;"009B";77178.4513986233;"0003";RT 003 RW 001 DUSUN 001;"-";"1, 1, 1";"1";;;;;;;;;1
3894;"32";"15";"100";"006";PULOSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100006";"3215100";"0  ";sp2020;3215100006010P;"010P";1472604.93240723;"1002";BLOK SAWAH LAMPORAN;"-";"11";"11";;;;;;;;;1
3895;"32";"15";"100";"006";PULOSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100006";"3215100";"0  ";sp2020;3215100006007B;"007B";38903.346655258;"0005";RT 005 RW 002 DUSUN 002;"-";"1, 1, 1";"1";;;;;;;;;1
3896;"32";"15";"100";"006";PULOSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100006";"3215100";"0  ";sp2020;3215100006001P;"001P";639307.216834916;"0009";RT 009 RW 003 DUSUN 002;"-";"11";"11";;;;;;;;;1
3897;"32";"15";"100";"006";PULOSARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100006";"3215100";"0  ";sp2020;3215100006002B;"002B";66255.4151731601;"0009";RT 009 RW 003 DUSUN 002;"-";"1, 1, 1";"1";;;;;;;;;1
3898;"32";"15";"090";"010";LEMAHMUKTI;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090010";"3215090";"0  ";sp2020;3215090010002P;"002P";287471.469630539;"0011";RT 011 RW 006 DUSUN PULOTENGAH;"-";"11";"11";;;;;;;;;1
3899;"32";"15";"090";"006";LEMAHABANG;LEMAHABANG;KARAWANG;JAWA BARAT;"3215090006";"3215090";"0  ";sp2020;3215090006020P;"020P";827581.500724152;"0029";RT 029 RW 008 DUSUN SINDANGKARYA;"-";"11";"11";;;;;;;;;1
3900;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007002B;"002B";68483.786153321;"0001";RT 001 RW 005 DUSUN POPONCOL 1;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3902;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007005B;"005B";46322.9601345487;"0004";RT 004 RW 001 DUSUN POPONCOL 1;"-";"1, 1, 1";"1";;;;;;;;;1
3903;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007004B;"004B";62504.3111934141;"0002  ,  0003";"RT 002 RW 005 DUSUN POPONCOL 1  ,  RT 003 RW 001 DUSUN POPONCOL 1";"-";"1, 1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
3904;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007006P;"006P";14113.1294090356;"0004";RT 004 RW 001 DUSUN POPONCOL 1;"-";"11";"11";;;;;;;;;1
3905;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007007B;"007B";36168.3393356327;"0007";RT 007 RW 002 DUSUN POPONCOL 1;"-";"1, 1, 1";"1";;;;;;;;;1
3906;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007008B;"008B";233547.109788331;"0010";RT 010 RW 003 DUSUN POPONCOL 2;"-";"11, 11, 1, 1, 1";"1";;;;;;;;;1
3907;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007009B;"009B";27848.8946597202;"0005";RT 014 RW 006 DUSUN POPONCOL 1;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3908;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007010B;"010B";43515.1862689389;"0005";RT 005 RW 002 DUSUN POPONCOL 1;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3909;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007011B;"011B";58605.6657453574;"0006";RT 006 RW 002 DUSUN POPONCOL 1;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3910;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007013B;"013B";82419.4967158701;"0008  ,  0009";"RT 008 RW 003 DUSUN POPONCOL 2  ,  RT 009 RW 003 DUSUN POPONCOL 2";"-";"1, 1, 1,1, 1";"1";;;;;;;;;1
3911;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007012P;"012P";19656.1168165856;"0006";RT 006 RW 002 DUSUN POPONCOL 1;"-";"11";"11";;;;;;;;;1
3912;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007015B;"015B";60342.6419612618;"0012";RT 012 RW 004 DUSUN POPONCOL 2;"-";"1, 1, 1";"1";;;;;;;;;1
3913;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007016B;"016B";71839.4343022233;"0013";RT 013 RW 004 DUSUN POPONCOL 2;"-";"1, 1, 1";"1";;;;;;;;;3
3914;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007018P;"018P";2706413.54876433;"1001";SAWAH BLOK SIWALEM;"-";"11";"11";;;;;;;;;1
3915;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007017P;"017P";157736.980244584;"0013";RT 013 RW 004 DUSUN POPONCOL 2;"-";"11";"11";;;;;;;;;2
3916;"32";"15";"100";"007";CIWULAN;TELAGASARI;KARAWANG;JAWA BARAT;"3215100007";"3215100";"0  ";sp2020;3215100007014B;"014B";71369.4031828161;"0011";RT 011 RW 004 DUSUN POPONCOL 2;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3917;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008014P;"014P";44922.7804959926;"0012";RT 006 RW 002 DUSUN 1;"-";"11, 11";"11";;;;;;;;;1
3918;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008002B;"002B";38028.0579265157;"0001  ,  0003";"RT 001 RW 001 DUSUN 1  ,  RT 003 RW 001 DUSUN 1";"-";"1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;3
3919;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008003B;"003B";178238.476683259;"0002  ,  0005";"RT 002 RW 001 DUSUN 1  ,  RT 005 RW 001 DUSUN 1";"-";"1, 1, 1,11, 1, 1, 1, 1";"1";;;;;;;;;2
3920;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008005P;"005P";1538353.82107728;"1001";SAWAH TEGAL KADEK;"-";"11";"11";;;;;;;;;1
3921;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008011P;"011P";19851.6294199551;"0010";RT 004 RW 002 DUSUN 1;"-";"11";"11";;;;;;;;;1
3922;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008006P;"006P";42884.697165314;"0006";RT 006 RW 001 DUSUN 1;"-";"11";"11";;;;;;;;;1
3924;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008007B;"007B";29521.1265191634;"0006";RT 006 RW 001 DUSUN 1;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3925;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008008B;"008B";41225.434121917;"0007";RT 001 RW 002 DUSUN 1;"-";"1, 1, 1";"1";;;;;;;;;1
3926;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008009P;"009P";34054.8853536844;"0007";RT 001 RW 002 DUSUN 1;"-";"11";"11";;;;;;;;;1
3927;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008010B;"010B";55416.8281383506;"0009  ,  0008";"RT 003 RW 002 DUSUN 1  ,  RT 002 RW 002 DUSUN 1";"-";"1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
3928;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008012B;"012B";29663.2232953556;"0010";RT 004 RW 002 DUSUN 1;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3929;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008013B;"013B";53120.9318608545;"0011";RT 005 RW 002 DUSUN 1;"-";"1, 1, 1, 11, 1";"1";;;;;;;;;1
3930;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008016B;"016B";58700.564929563;"0013";RT 001 RW 003 DUSUN 2;"-";"1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
3931;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008017B;"017B";55125.4748580323;"0014  ,  0015";"RT 002 RW 003 DUSUN 2  ,  RT 003 RW 003 DUSUN 2";"-";"1, 1, 1, 1, 1,1, 1, 1";"1";;;;;;;;;1
3932;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008019P;"019P";17433.1203374081;"0018";RT 002 RW 004 DUSUN 2;"-";"11";"11";;;;;;;;;1
3933;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008020B;"020B";40632.43306698;"0018";RT 002 RW 004 DUSUN 2;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3934;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008001P;"001P";3843430.00011625;"1004  ,  1003  ,  1002";"SAWAH BABAKAN MEKAR JAYA  ,  SAWAH TANJUNG GALUR  ,  SAWAH SAMPORA";"-";"11,11,11";"11";;;;;;;;;1
3935;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008021B;"021B";67509.656642083;"0017";RT 001 RW 004 DUSUN 2;"-";"1, 1, 1, 1, 11";"1";;;;;;;;;4
3937;"32";"15";"100";"008";KALIJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100008";"3215100";"0  ";sp2020;3215100008018B;"018B";31096.22076596;"0016";RT 004 RW 003 DUSUN 2;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3938;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009001P;"001P";1207111.0524093;"1002";SAWAH BLOK BENGKOK;"-";"11";"11";;;;;;;;;1
3939;"32";"15";"100";"002";TALAGAMULYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100002";;"0  ";sp2020;3215100002018P;"018P";82488.1300492496;"0002";RT 002 RW 001 DUSUN CITAMIANG;"-";"11, 11";"11";;;;;;;;;1
3940;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009002B;"002B";127401.553416631;"0010";RT 001 RW 003 DUSUN II CILEWO;"-";"1, 11, 1, 1, 1";"1";;;;;;;;;1
3941;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009004B;"004B";30695.2431312358;"0012";RT 003 RW 003 DUSUN II CILEWO;"-";"1, 1";"1";;;;;;;;;1
3942;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009005B;"005B";21735.2483875769;"0011";RT 002 RW 003 DUSUN II CILEWO;"-";"1, 1";"1";;;;;;;;;1
3943;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009007B;"007B";16762.3872992673;"0003";RT 003 RW 001 DUSUN 1 CICADAS;"-";"1, 1, 1, 1";"1";;;;;;;;;1
3944;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009009P;"009P";14656.5939010455;"0003";RT 003 RW 001 DUSUN 1 CICADAS;"-";"11";"11";;;;;;;;;1
3945;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009006B;"006B";111294.707086743;"0009  ,  0008  ,  0007";"RT 003 RW 002 DUSUN II CILEWO  ,  RT 002 RW 002 DUSUN II CILEWO  ,  RT 001 RW 002 DUSUN II CILEWO";"-";"1, 1, 1, 1,1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
3946;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009008B;"008B";85068.80446078;"0001  ,  0002";"RT 001 RW 001 DUSUN 1 CICADAS  ,  RT 002 RW 001 DUSUN 1 CICADAS";"-";"1, 1, 1, 1, 1,1, 1, 1, 1, 1";"1";;;;;;;;;1
3947;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009010P;"010P";1817775.82989492;"1001";SAWAH BLOK KALER;"-";"11";"11";;;;;;;;;1
3948;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009012B;"012B";115191.661207614;"0005  ,  0006";"RT 002 RW 004 DUSUN PANYALIN BANYU  ,  RT 003 RW 004 DUSUN PANYALIN BANYU";"-";"1, 1, 1, 1,1, 1, 1";"1";;;;;;;;;1
3949;"32";"15";"100";"010";KALIBUAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100010";"3215100";"0  ";sp2020;3215100010001B;"001B";42947.9577501155;"0001";RT 001 RW 001 DUSUN 1;"-";"1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
3950;"32";"15";"100";"012";PASIRMUKTI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100012";"3215100";"0  ";sp2020;3215100012003B;"003B";51748.7992917384;"0015  ,  0014";"RT 015 RW 004 DUSUN SINDANGPALAY II  ,  RT 014 RW 004 DUSUN SINDANGPALAY II";"-";"1, 1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
3951;"32";"15";"100";"010";KALIBUAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100010";"3215100";"0  ";sp2020;3215100010003B;"003B";98754.5922531553;"0013  ,  0014";"RT 013 RW 005 DUSUN III  ,  RT 014 RW 005 DUSUN III";"-";"1, 1, 1,1, 1, 1";"1";;;;;;;;;1
3952;"32";"15";"100";"009";CADASKERTAJAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100009";"3215100";"0  ";sp2020;3215100009011B;"011B";54098.9487357057;"0004";RT 001 RW 004 DUSUN PANYALIN BANYU;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
3953;"32";"15";"100";"010";KALIBUAYA;TELAGASARI;KARAWANG;JAWA BARAT;"3215100010";"3215100";"0  ";sp2020;3215100010005P;"005P";670286.922106262;"1001";SAWAH BLOK 007;"-";"11";"11";;;;;;;;;1
